pub_link,pub_title,pub_date,auth_name,auth_link,id,auth_name_extract,text
https://pureportal.coventry.ac.uk/en/publications/discharging-environmental-accountability-in-emerging-economies-il,Discharging environmental accountability in emerging economies Illustrations from Nigerian cement industry,12 may 2019,Abdurafiu Noah,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah'],148,abdurafiu noah,discharging environmental accountability in emerging economies illustrations from nigerian cement industry abdurafiu noah 12 may 2019
https://pureportal.coventry.ac.uk/en/publications/do-compensation-consultants-drive-up-ceo-pay-evidence-from-uk-pub,Do Compensation Consultants Drive Up CEO Pay Evidence from UK Public Firms,2019,Graham Sadler,['https://pureportal.coventry.ac.uk/en/persons/graham-sadler'],149,graham sadler,do compensation consultants drive up ceo pay evidence from uk public firms graham sadler 2019
https://pureportal.coventry.ac.uk/en/publications/do-disclosure-and-transparency-affect-banks-financial-performance,Do disclosure and transparency affect bank’s financial performance?,2 dec 2019,Isaiah Oino,['https://pureportal.coventry.ac.uk/en/persons/isaiah-oino'],150,isaiah oino,do disclosure and transparency affect bank’s financial performance? isaiah oino 2 dec 2019
https://pureportal.coventry.ac.uk/en/publications/does-accounting-treatment-of-share-based-payments-impact-performa,Does Accounting Treatment of Share-Based Payments Impact Performance Measures for Banks?,dec 2019,Alaa Alhaj Ismail,['https://pureportal.coventry.ac.uk/en/persons/alaa-alhaj-ismail'],151,alaa alhaj ismail,does accounting treatment of share-based payments impact performance measures for banks? alaa alhaj ismail dec 2019
https://pureportal.coventry.ac.uk/en/publications/essential-personal-finance-a-practical-guide-for-employees,Essential Personal Finance A Practical Guide for Employees,11 jan 2019,Lien Luu,['https://pureportal.coventry.ac.uk/en/persons/lien-luu'],152,lien luu,essential personal finance a practical guide for employees lien luu 11 jan 2019
https://pureportal.coventry.ac.uk/en/publications/family-controlled-financial-institutions-an-institutional-perspec,Family-controlled financial institutions An institutional perspective on service quality management,11 jul 2019,Abdurafiu Noah,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah'],153,abdurafiu noah,family-controlled financial institutions an institutional perspective on service quality management abdurafiu noah 11 jul 2019
https://pureportal.coventry.ac.uk/en/publications/human-capital-and-exports-a-micro-level-analysis-of-transition-co,Human Capital and Exports A Micro-level Analysis of Transition Countries,3 oct 2019,Mehtap Hisarciklilar,['https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar'],154,mehtap hisarciklilar,human capital and exports a micro-level analysis of transition countries mehtap hisarciklilar 3 oct 2019
https://pureportal.coventry.ac.uk/en/publications/learning-dispositif-and-emotional-attachment-a-preliminary-intern,Learning dispositif and emotional attachment a preliminary international investigation,23 nov 2019,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],155,simon huston,learning dispositif and emotional attachment a preliminary international investigation simon huston 23 nov 2019
https://pureportal.coventry.ac.uk/en/publications/loan-quality-cost-efficiency-and-corporate-earnings-in-islamic-ba,Loan Quality Cost Efficiency and Corporate Earnings in Islamic Banking,2019,Sarkar Kabir,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'],156,sarkar kabir,loan quality cost efficiency and corporate earnings in islamic banking sarkar kabir 2019
https://pureportal.coventry.ac.uk/en/publications/majoritarian-preference-utilitarian-welfare-and-public-informatio,Majoritarian Preference Utilitarian Welfare and Public Information in Cournot Oligopoly,jul 2019,Randy Silvers,['https://pureportal.coventry.ac.uk/en/persons/randy-silvers'],157,randy silvers,majoritarian preference utilitarian welfare and public information in cournot oligopoly randy silvers jul 2019
https://pureportal.coventry.ac.uk/en/publications/measuring-the-energy-input-substitution-and-output-effects-of-ene,Measuring the Energy Input Substitution and Output Effects of Energy Price Changes and the Implications for the Environment,1 oct 2019,Akin Sharimakin,['https://pureportal.coventry.ac.uk/en/persons/akin-sharimakin'],158,akin sharimakin,measuring the energy input substitution and output effects of energy price changes and the implications for the environment akin sharimakin 1 oct 2019
https://pureportal.coventry.ac.uk/en/publications/mergers-and-acquisitions-implications-for-acquirers-market-risk,Mergers and Acquisitions Implications for Acquirers Market Risk,8 apr 2019,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],159,sailesh tanna,mergers and acquisitions implications for acquirers market risk sailesh tanna 8 apr 2019
https://pureportal.coventry.ac.uk/en/publications/multi-academy-trusts-in-england-a-scenario-of-cooperation-with-un,Multi Academy Trusts in England A scenario of cooperation with universities,7 may 2019,R.M. Ayoubi,['https://pureportal.coventry.ac.uk/en/persons/rami-ayoubi'],160,r m  ayoubi,multi academy trusts in england a scenario of cooperation with universities r m  ayoubi 7 may 2019
https://pureportal.coventry.ac.uk/en/publications/new-approaches-in-assessing-csr-amp-sustainability-disclosure-ins,New Approaches in Assessing CSR Sustainability Disclosure Insights into the Updateability of Web-based Data,9 apr 2019,Tariq Al Montaser,['https://pureportal.coventry.ac.uk/en/persons/tariq-al-montaser'],161,tariq al montaser,new approaches in assessing csr sustainability disclosure insights into the updateability of web-based data tariq al montaser 9 apr 2019
https://pureportal.coventry.ac.uk/en/publications/political-ideology-and-ngo-accountability-the-case-of-the-syrian-,Political ideology and NGO accountability the case of the Syrian conflict,2019,Ahmad Abras,['https://pureportal.coventry.ac.uk/en/persons/ahmad-abras'],162,ahmad abras,political ideology and ngo accountability the case of the syrian conflict ahmad abras 2019
https://pureportal.coventry.ac.uk/en/publications/report-of-the-key-development-needs-kdns-assessment-exercise-by-t,Report of the Key Development Needs (KDNs Assessment Exercise by the State of Osun's Citizens for Improved Governance and Better Service Delivery,2019,Ejike Udeogu,['https://pureportal.coventry.ac.uk/en/persons/ejike-udeogu'],163,ejike udeogu,report of the key development needs (kdns assessment exercise by the state of osun's citizens for improved governance and better service delivery ejike udeogu 2019
https://pureportal.coventry.ac.uk/en/publications/share-option-based-compensation-expense-shareholder-returns-and-f,Share-Option Based Compensation Expense Shareholder Returns and Financial Crisis,apr 2019,Alaa Alhaj Ismail,['https://pureportal.coventry.ac.uk/en/persons/alaa-alhaj-ismail'],164,alaa alhaj ismail,share-option based compensation expense shareholder returns and financial crisis alaa alhaj ismail apr 2019
https://pureportal.coventry.ac.uk/en/publications/shariah-governance-of-islami-bank-bangladesh-limited-implications,Shari’ah Governance of Islami Bank Bangladesh Limited Implications of Ownership Change,29 may 2019,Hafij Ullah,['https://pureportal.coventry.ac.uk/en/persons/hafij-ullah'],165,hafij ullah,shari’ah governance of islami bank bangladesh limited implications of ownership change hafij ullah 29 may 2019
https://pureportal.coventry.ac.uk/en/publications/stress-testing-and-reverse-stress-testing-an-approach-for-a-resil,Stress Testing and Reverse Stress Testing An Approach for a Resilient Islamic Financial Industry,2019,Samir Alamad,['https://pureportal.coventry.ac.uk/en/persons/samir-alamad'],166,samir alamad,stress testing and reverse stress testing an approach for a resilient islamic financial industry samir alamad 2019
https://pureportal.coventry.ac.uk/en/publications/the-hegemony-in-transfer-pricing-practices-the-case-of-a-chinese-,The hegemony in transfer pricing practices The case of a Chinese organisation,2019,Junyuan Chen,['https://pureportal.coventry.ac.uk/en/persons/junyuan-chen'],167,junyuan chen,the hegemony in transfer pricing practices the case of a chinese organisation junyuan chen 2019
https://pureportal.coventry.ac.uk/en/publications/the-impact-of-foreign-direct-investment-on-productivity-new-evide,The impact of foreign direct investment on productivity New evidence for developing countries,1 aug 2019,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],168,sailesh tanna,the impact of foreign direct investment on productivity new evidence for developing countries sailesh tanna 1 aug 2019
https://pureportal.coventry.ac.uk/en/publications/the-impact-of-trade-intensity-and-market-characteristics-on-asymm,The Impact of Trade Intensity and Market Characteristics on Asymmetric Volatility Spillovers and Asymmetric Spillovers Evidence from the Response of International Stock Markets to US Shocks,feb 2019,"Mohammad Khaleq Newaz, Jin Suk Park","['https://pureportal.coventry.ac.uk/en/persons/mohammad-khaleq-newaz', 'https://pureportal.coventry.ac.uk/en/persons/jin-suk-park']",169,mohammad khaleq newaz jin suk park,the impact of trade intensity and market characteristics on asymmetric volatility spillovers and asymmetric spillovers evidence from the response of international stock markets to us shocks mohammad khaleq newaz jin suk park feb 2019
https://pureportal.coventry.ac.uk/en/publications/the-islamic-perspective-of-csr-in-the-financial-institutions-in-n,The islamic perspective of CSR in the Financial institutions in Nigeria The case of Jaiz bank,31 jan 2019,Abdurafiu Noah,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah'],170,abdurafiu noah,the islamic perspective of csr in the financial institutions in nigeria the case of jaiz bank abdurafiu noah 31 jan 2019
https://pureportal.coventry.ac.uk/en/publications/towards-a-sustainable-university-led-support-system-for-msmes,Towards a Sustainable University Led Support System for MSMEs,14 nov 2019,Joan Lockyer,['https://pureportal.coventry.ac.uk/en/persons/joan-lockyer'],171,joan lockyer,towards a sustainable university led support system for msmes joan lockyer 14 nov 2019
https://pureportal.coventry.ac.uk/en/publications/to-what-extent-do-public-and-private-financing-sources-affect-acc,To what extent do public and private financing sources affect access and quality of health care Experiences from Uganda’s healthcare system,30 dec 2019,Judith Kabajulizi,['https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi'],172,judith kabajulizi,to what extent do public and private financing sources affect access and quality of health care experiences from uganda’s healthcare system judith kabajulizi 30 dec 2019
https://pureportal.coventry.ac.uk/en/publications/understanding-time-inconsistent-heterogeneous-preferences-in-econ,Understanding time-inconsistent heterogeneous preferences in economics and finance A practice theory approach,nov 2019,Panos Andrikopoulos,['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos'],173,panos andrikopoulos,understanding time-inconsistent heterogeneous preferences in economics and finance a practice theory approach panos andrikopoulos nov 2019
https://pureportal.coventry.ac.uk/en/publications/comparative-compliance-status-of-aaoifi-and-ifsb-standards-an-emp,Comparative compliance status of AAOIFI and IFSB standards An empirical evidence from Islami Bank Bangladesh Limited,5 jun 2018,Hafij Ullah,['https://pureportal.coventry.ac.uk/en/persons/hafij-ullah'],174,hafij ullah,comparative compliance status of aaoifi and ifsb standards an empirical evidence from islami bank bangladesh limited hafij ullah 5 jun 2018
https://pureportal.coventry.ac.uk/en/publications/competing-institutional-logics-in-islamic-financial-reporting-sta,Competing Institutional Logics in Islamic Financial Reporting Standardisation A Comparative Study ,2018,Ahmad Abras,['https://pureportal.coventry.ac.uk/en/persons/ahmad-abras'],175,ahmad abras,competing institutional logics in islamic financial reporting standardisation a comparative study  ahmad abras 2018
https://pureportal.coventry.ac.uk/en/publications/corporate-governance-and-audit-quality-further-recommendations-be,Corporate Governance and Audit Quality Further Recommendations Beyond the Code,26 jan 2018,Salem Alhababsah,['https://pureportal.coventry.ac.uk/en/persons/salem-alhababsah'],176,salem alhababsah,corporate governance and audit quality further recommendations beyond the code salem alhababsah 26 jan 2018
https://pureportal.coventry.ac.uk/en/publications/corporate-governance-practices-in-jordan,Corporate Governance Practices in Jordan,2018,Salem Alhababsah,['https://pureportal.coventry.ac.uk/en/persons/salem-alhababsah'],177,salem alhababsah,corporate governance practices in jordan salem alhababsah 2018
https://pureportal.coventry.ac.uk/en/publications/does-size-matter-in-predicting-smes-failure,Does Size Matter in Predicting SMEs Failure?,oct 2018,Amir Khorasgani,['https://pureportal.coventry.ac.uk/en/persons/amir-khorasgani'],178,amir khorasgani,does size matter in predicting smes failure? amir khorasgani oct 2018
https://pureportal.coventry.ac.uk/en/publications/does-the-crowd-mean-business-an-analysis-of-rewards-based-crowdfu,Does the crowd mean business An analysis of rewards-based crowdfunding as a source of finance for start-ups and small businesses,2018,Thang Nguyen,['https://pureportal.coventry.ac.uk/en/persons/thang-nguyen'],179,thang nguyen,does the crowd mean business an analysis of rewards-based crowdfunding as a source of finance for start-ups and small businesses thang nguyen 2018
https://pureportal.coventry.ac.uk/en/publications/do-terrorist-attacks-harm-financial-markets-a-meta-analysis-of-ev,Do terrorist attacks harm financial markets A meta-analysis of event studies and the determinants of adverse impact,aug 2018,"Jin Suk Park, Mohammad Khaleq Newaz","['https://pureportal.coventry.ac.uk/en/persons/jin-suk-park', 'https://pureportal.coventry.ac.uk/en/persons/mohammad-khaleq-newaz']",180,jin suk park mohammad khaleq newaz,do terrorist attacks harm financial markets a meta-analysis of event studies and the determinants of adverse impact jin suk park mohammad khaleq newaz aug 2018
https://pureportal.coventry.ac.uk/en/publications/environmental-regulation-and-international-competitiveness-a-crit,Environmental Regulation And International Competitiveness A Critical Review,2018,Abay Mulatu,['https://pureportal.coventry.ac.uk/en/persons/abay-mulatu'],181,abay mulatu,environmental regulation and international competitiveness a critical review abay mulatu 2018
https://pureportal.coventry.ac.uk/en/publications/fatality-sensitivity-factors-shaping-british-polish-and-australia,Fatality Sensitivity Factors shaping British Polish and Australian public opinion on the Iraq war,28 mar 2018,Piotr Lis,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis'],182,piotr lis,fatality sensitivity factors shaping british polish and australian public opinion on the iraq war piotr lis 28 mar 2018
https://pureportal.coventry.ac.uk/en/publications/fdi-spillover-effects-in-chinas-manufacturing-sector-new-evidence,FDI Spillover Effects in China’s Manufacturing Sector New Evidence from Forward and Backward Linkages,18 apr 2018,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],183,sailesh tanna,fdi spillover effects in china’s manufacturing sector new evidence from forward and backward linkages sailesh tanna 18 apr 2018
https://pureportal.coventry.ac.uk/en/publications/financialisation-capital-accumulation-and-economic-development-in,Financialisation Capital Accumulation and Economic Development in Nigeria A critical perspective ,4 jul 2018,Ejike Udeogu,['https://pureportal.coventry.ac.uk/en/persons/ejike-udeogu'],184,ejike udeogu,financialisation capital accumulation and economic development in nigeria a critical perspective  ejike udeogu 4 jul 2018
https://pureportal.coventry.ac.uk/en/publications/impact-of-corporate-governance-on-bank-financial-performance,Impact of Corporate Governance on Bank Financial Performance,aug 2018,Isaiah Oino,['https://pureportal.coventry.ac.uk/en/persons/isaiah-oino'],185,isaiah oino,impact of corporate governance on bank financial performance isaiah oino aug 2018
https://pureportal.coventry.ac.uk/en/publications/impact-of-regulatory-capital-on-european-banks-financial-performa,Impact Of Regulatory Capital On European Banks Financial Performance A Review Of Post Global Financial Crisis,apr 2018,Isaiah Oino,['https://pureportal.coventry.ac.uk/en/persons/isaiah-oino'],186,isaiah oino,impact of regulatory capital on european banks financial performance a review of post global financial crisis isaiah oino apr 2018
https://pureportal.coventry.ac.uk/en/publications/leadership-styles-and-job-satisfaction,Leadership Styles and Job Satisfaction,23 jul 2018,Isaiah Oino,['https://pureportal.coventry.ac.uk/en/persons/isaiah-oino'],187,isaiah oino,leadership styles and job satisfaction isaiah oino 23 jul 2018
https://pureportal.coventry.ac.uk/en/publications/predicting-unlisted-smes-default-incorporating-market-information,Predicting Unlisted SMEs Default Incorporating Market Information on Accounting-based Models for Improved Accuracy,sep 2018,"Panos Andrikopoulos, Amir Khorasgani","['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos', 'https://pureportal.coventry.ac.uk/en/persons/amir-khorasgani']",188,panos andrikopoulos amir khorasgani,predicting unlisted smes default incorporating market information on accounting-based models for improved accuracy panos andrikopoulos amir khorasgani sep 2018
https://pureportal.coventry.ac.uk/en/publications/pulling-effect-of-colonial-legacies-on-africas-inward-fdi,Pulling effect of Colonial Legacies on Africa’s Inward FDI,5 sep 2018,Maktoba Omar,['https://pureportal.coventry.ac.uk/en/persons/maktoba-omar-omar-saad'],189,maktoba omar,pulling effect of colonial legacies on africa’s inward fdi maktoba omar 5 sep 2018
https://pureportal.coventry.ac.uk/en/publications/revisiting-the-evidence-of-earnings-management-prior-to-merger-an,Revisiting the evidence of earnings management prior to merger announcements an application of Benford’s law,26 dec 2018,Thai Nguyen,['https://pureportal.coventry.ac.uk/en/persons/thai-nguyen'],190,thai nguyen,revisiting the evidence of earnings management prior to merger announcements an application of benford’s law thai nguyen 26 dec 2018
https://pureportal.coventry.ac.uk/en/publications/risks-associated-with-payment-banks-and-mobile-based-money-platfo,Risks Associated with Payment Banks and Mobile-Based Money Platforms,20 nov 2018,Hafiz Ubaid Ur Rahman Rahmani,['https://pureportal.coventry.ac.uk/en/persons/hafiz-rahmani-rahmani'],191,hafiz ubaid ur rahman rahmani,risks associated with payment banks and mobile-based money platforms hafiz ubaid ur rahman rahmani 20 nov 2018
https://pureportal.coventry.ac.uk/en/publications/self-determination-and-service-performance-the-roles-of-service-a,Self-determination and service performance the roles of service adaptiveness and openness to experience,14 jun 2018,Wei Song,['https://pureportal.coventry.ac.uk/en/persons/wei-song'],192,wei song,self-determination and service performance the roles of service adaptiveness and openness to experience wei song 14 jun 2018
https://pureportal.coventry.ac.uk/en/publications/sukuk-as-a-financial-asset-a-review,Sukuk as a Financial Asset A Review,2018,Sarkar Kabir,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'],193,sarkar kabir,sukuk as a financial asset a review sarkar kabir 2018
https://pureportal.coventry.ac.uk/en/publications/sustainable-management-of-affordable-housing,Sustainable management of affordable housing,15 nov 2018,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],194,simon huston,sustainable management of affordable housing simon huston 15 nov 2018
https://pureportal.coventry.ac.uk/en/publications/temporal-stability-of-groundwater-depth-in-the-contemporary-yello,Temporal Stability of Groundwater Depth in the Contemporary Yellow River Delta Eastern China,28 jun 2018,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],195,simon huston,temporal stability of groundwater depth in the contemporary yellow river delta eastern china simon huston 28 jun 2018
https://pureportal.coventry.ac.uk/en/publications/the-determinants-of-interest-rates-in-micro-banks-age-and-scale,The Determinants Of Interest Rates In Microfinance Age Scale And Organisational Charter,aug 2018,Uchenna Tony-Okeke,['https://pureportal.coventry.ac.uk/en/persons/uchenna-tony-okeke'],196,uchenna tony okeke,the determinants of interest rates in microfinance age scale and organisational charter uchenna tony okeke aug 2018
https://pureportal.coventry.ac.uk/en/publications/the-development-of-accounting-practices-and-the-adoption-of-ifrs-,The development of accounting practices and the adoption of IFRS in selected MENA countries,2018,Masud Ibrahim,['https://pureportal.coventry.ac.uk/en/persons/masud-ibrahim'],197,masud ibrahim,the development of accounting practices and the adoption of ifrs in selected mena countries masud ibrahim 2018
https://pureportal.coventry.ac.uk/en/publications/the-economic-effects-of-supply-chain-management-on-the-automobile,The Economic Effects of Supply Chain Management on the Automobile Industries in China,25 nov 2018,Hafiz Ubaid Ur Rahman Rahmani,['https://pureportal.coventry.ac.uk/en/persons/hafiz-rahmani-rahmani'],198,hafiz ubaid ur rahman rahmani,the economic effects of supply chain management on the automobile industries in china hafiz ubaid ur rahman rahmani 25 nov 2018
https://pureportal.coventry.ac.uk/en/publications/the-impact-of-armed-conflict-and-terrorism-on-foreign-aid-a-secto,The Impact of Armed Conflict and Terrorism on Foreign Aid a Sector-Level Analysis,oct 2018,Piotr Lis,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis'],199,piotr lis,the impact of armed conflict and terrorism on foreign aid a sector-level analysis piotr lis oct 2018
https://pureportal.coventry.ac.uk/en/publications/the-impact-of-the-2007-09-and-euro-zone-crises-on-natural-resourc,The Impact of the 2007-09 and Euro-Zone Crises on Natural Resources Sector Beta in African Emerging Markets The Impact of the 2007-09 and Euro-Zone Crises on Natural Resources Sector Beta in African Emerging Markets,1 oct 2018,"Uchenna Tony-Okeke, Jaliyyah Ahmadu-Bello","['https://pureportal.coventry.ac.uk/en/persons/uchenna-tony-okeke', 'https://pureportal.coventry.ac.uk/en/persons/jaliyyah-bello']",200,uchenna tony okeke jaliyyah ahmadu bello,the impact of the 2007-09 and euro-zone crises on natural resources sector beta in african emerging markets the impact of the 2007-09 and euro-zone crises on natural resources sector beta in african emerging markets uchenna tony okeke jaliyyah ahmadu bello 1 oct 2018
https://pureportal.coventry.ac.uk/en/publications/the-macroeconomic-implications-of-public-healthcare-financing-a-c,The macroeconomic implications of public healthcare financing a computable general equilibrium analysis of Uganda,15 jun 2018,Judith Kabajulizi,['https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi'],201,judith kabajulizi,the macroeconomic implications of public healthcare financing a computable general equilibrium analysis of uganda judith kabajulizi 15 jun 2018
https://pureportal.coventry.ac.uk/en/publications/the-relative-importance-of-trade-verses-fdi-led-economic-growth-i,The relative importance of trade verses FDI-led economic growth in Thailand,1 jan 2018,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],202,sailesh tanna,the relative importance of trade verses fdi-led economic growth in thailand sailesh tanna 1 jan 2018
https://pureportal.coventry.ac.uk/en/publications/the-role-of-external-debt-in-the-foreign-direct-investment-growth,The role of external debt in the foreign direct investment-growth relationship,12 oct 2018,"Sailesh Tanna, Glauco De Vita","['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna', 'https://pureportal.coventry.ac.uk/en/persons/glauco-de-vita']",203,sailesh tanna glauco de vita,the role of external debt in the foreign direct investment-growth relationship sailesh tanna glauco de vita 12 oct 2018
https://pureportal.coventry.ac.uk/en/publications/the-role-of-foreign-direct-investment-in-less-developed-countries,The role of foreign direct investment in less developed countries,1 jan 2018,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],204,sailesh tanna,the role of foreign direct investment in less developed countries sailesh tanna 1 jan 2018
https://pureportal.coventry.ac.uk/en/publications/the-role-of-seaports-in-regional-employment-evidence-from-south-k-2,The role of seaports in regional employment evidence from South Korea,2018,Jin Suk Park,['https://pureportal.coventry.ac.uk/en/persons/jin-suk-park'],205,jin suk park,the role of seaports in regional employment evidence from south korea jin suk park 2018
https://pureportal.coventry.ac.uk/en/publications/two-centuries-of-farmland-prices-in-england,Two centuries of farmland prices in England,2018,S. Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],206,s  huston,two centuries of farmland prices in england s  huston 2018
https://pureportal.coventry.ac.uk/en/publications/uk-consumers-perceived-risk-of-buying-products-from-emerging-econ-2,UK Consumers Perceived Risk of Buying Products from Emerging Economies A Moderated Mediation Model,may 2018,Wei Song,['https://pureportal.coventry.ac.uk/en/persons/wei-song'],207,wei song,uk consumers perceived risk of buying products from emerging economies a moderated mediation model wei song may 2018
https://pureportal.coventry.ac.uk/en/publications/whether-shariah-compliance-efficiency-is-a-matter-for-the-financi,Whether Shari’ah compliance efficiency is a matter for the financial performance The case of Islami Bank Bangladesh Limited,4 mar 2018,Hafij Ullah,['https://pureportal.coventry.ac.uk/en/persons/hafij-ullah'],208,hafij ullah,whether shari’ah compliance efficiency is a matter for the financial performance the case of islami bank bangladesh limited hafij ullah 4 mar 2018
https://pureportal.coventry.ac.uk/en/publications/accounting-analyses-of-momentum-and-contrarian-strategies-in-emer-2,Accounting analyses of momentum and contrarian strategies in emerging markets,30 jan 2017,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],209,sailesh tanna,accounting analyses of momentum and contrarian strategies in emerging markets sailesh tanna 30 jan 2017
https://pureportal.coventry.ac.uk/en/publications/accounting-for-the-environment-accountability-in-the-nigerian-cem,Accounting for the Environment Accountability in the Nigerian cement industry,27 jan 2017,Abdurafiu Noah,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah'],210,abdurafiu noah,accounting for the environment accountability in the nigerian cement industry abdurafiu noah 27 jan 2017
https://pureportal.coventry.ac.uk/en/publications/a-distance-learning-university-and-its-economic-impact-in-a-count-2,A distance learning university and its economic impact in a country’s peripheries the case of Hellenic Open University,2017,Dimitrios Serenis,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis'],211,dimitrios serenis,a distance learning university and its economic impact in a country’s peripheries the case of hellenic open university dimitrios serenis 2017
https://pureportal.coventry.ac.uk/en/publications/an-extra-7-years-before-im-debt-free-the-effect-of-the-poverty-pr,An extra 7 years before I’m debt free The effect of the poverty premium on debt advice service users,2017,Nikhil Sapre,['https://pureportal.coventry.ac.uk/en/persons/nikhil-sapre'],212,nikhil sapre,an extra 7 years before i’m debt free the effect of the poverty premium on debt advice service users nikhil sapre 2017
https://pureportal.coventry.ac.uk/en/publications/are-serial-acquirers-good-targets-for-acquisition-an-accounting-p-2,Are serial acquirers good targets for acquisition An accounting perspective,4 jan 2017,Saliesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],213,saliesh tanna,are serial acquirers good targets for acquisition an accounting perspective saliesh tanna 4 jan 2017
https://pureportal.coventry.ac.uk/en/publications/buying-friends-the-importance-of-economic-flows-in-assembling-the,Buying Friends The Importance of Economic Flows in Assembling the Iraq War Coalition,20 dec 2017,"Piotr Lis, Mehtap Hisarciklilar","['https://pureportal.coventry.ac.uk/en/persons/piotr-lis', 'https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar']",214,piotr lis mehtap hisarciklilar,buying friends the importance of economic flows in assembling the iraq war coalition piotr lis mehtap hisarciklilar 20 dec 2017
https://pureportal.coventry.ac.uk/en/publications/conclusion-9,Conclusion,14 sep 2017,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],215,simon huston,conclusion simon huston 14 sep 2017
https://pureportal.coventry.ac.uk/en/publications/construction-firms-competitiveness,Construction Firms Competitiveness,14 sep 2017,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],216,simon huston,construction firms competitiveness simon huston 14 sep 2017
https://pureportal.coventry.ac.uk/en/publications/culture-clash-national-vs-international-publishing,Culture clash National vs international publishing,25 aug 2017,Rami Ayoubi,['https://pureportal.coventry.ac.uk/en/persons/rami-ayoubi'],217,rami ayoubi,culture clash national vs international publishing rami ayoubi 25 aug 2017
https://pureportal.coventry.ac.uk/en/publications/discharging-environmental-accountability-in-emerging-economies-th,Discharging environmental accountability in emerging economies the case of the Nigerian cement industry,8 sep 2017,Abdurafiu Noah,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah'],218,abdurafiu noah,discharging environmental accountability in emerging economies the case of the nigerian cement industry abdurafiu noah 8 sep 2017
https://pureportal.coventry.ac.uk/en/publications/effective-timing-of-tourism-policy-the-case-of-singapore-2,Effective timing of tourism policy The case of Singapore,jan 2017,Dimitrios Serenis,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis'],219,dimitrios serenis,effective timing of tourism policy the case of singapore dimitrios serenis jan 2017
https://pureportal.coventry.ac.uk/en/publications/essential-personal-finance-a-practical-guide-for-students,Essential Personal Finance A Practical Guide for Students,10 mar 2017,Lien Luu,['https://pureportal.coventry.ac.uk/en/persons/lien-luu'],220,lien luu,essential personal finance a practical guide for students lien luu 10 mar 2017
https://pureportal.coventry.ac.uk/en/publications/financial-innovation-banking-system-and-housing-market,Financial Innovation Banking System and Housing Market.,2017,Eliana Lauretta,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta'],221,eliana lauretta,financial innovation banking system and housing market. eliana lauretta 2017
https://pureportal.coventry.ac.uk/en/publications/financing-hivaids-responses-in-africa-impact-evidence-from-uganda,Financing HIV/AIDS responses in Africa Impact evidence from Uganda,4 oct 2017,Judith Kabajulizi,['https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi'],222,judith kabajulizi,financing hiv/aids responses in africa impact evidence from uganda judith kabajulizi 4 oct 2017
https://pureportal.coventry.ac.uk/en/publications/hedging-and-speculative-pressures-and-the-transition-of-the-spot--4,Hedging and speculative pressures and the transition of the spot-futures relationship in energy and metal markets,1 nov 2017,Jin Suk Park,['https://pureportal.coventry.ac.uk/en/persons/jin-suk-park'],223,jin suk park,hedging and speculative pressures and the transition of the spot-futures relationship in energy and metal markets jin suk park 1 nov 2017
https://pureportal.coventry.ac.uk/en/publications/how-long-is-uk-property-cycle,How long is UK property cycle?,3 jul 2017,S.H. Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],224,s h  huston,how long is uk property cycle? s h  huston 3 jul 2017
